ticker,company_name,url,ceo_name,ceo_role,appointment_date,resignation_date,open_at_appointment,close_at_resignation,topix_open_at_appointment,topix_close_at_resignation,excess_return_annual,tenure_years,photo_paths,photo_count,source
3563,FOOD　&　LIFE　COMPANIES,https://www.food-and-life.co.jp/,新居 耕平,prev_1,,,,,,,,,photos_1/3563_FOOD_&_LIFE_COMPANIES/history/01_新居_耕平/photo_01.jpg,1,history
3566,ユニフォームネクスト,https://www.uniformnext.com/,院前 伊集院,prev_1,,,,,,,,,photos_1/3566_ユニフォームネクスト/history/01_院前_伊集院/photo_01.jpg,1,history
3571,ソトー,https://sotoh.co.jp/,上田 康彦,current,,,,,,,,,"photos_1/3571_ソトー/current/photo_01.jpg,photos_1/3571_ソトー/current/photo_02.jpg,photos_1/3571_ソトー/current/photo_03.jpg,photos_1/3571_ソトー/current/photo_04.jpg,photos_1/3571_ソトー/current/photo_05.jpg",5,current
3593,ホギメディカル,https://www.hogy.co.jp/,逝去 享年,prev_1,2021年7月1日,2021年7月2日,,,,,,,photos_1/3593_ホギメディカル/history/01_逝去_享年/photo_01.jpg,1,history
3598,山喜,https://www.e-yamaki.co.jp/,宮本惠史,prev_1,2016年頃,,,,,,,,photos_1/3598_山喜/history/01_宮本惠史/photo_01.jpg,1,history
3608,TSIホールディングス,https://www.tsi-holdings.com/,下地 毅,current,,,,,,,,,photos_1/3608_TSIホールディングス/current/photo_01.jpg,1,current
3611,マツオカコーポレーション,https://www.matuoka.co.jp/,"締役
松岡",current,2000年6月,,,,,,,,photos_1/3611_マツオカコーポレーション/current/photo_01.jpg,1,current
3622,ネットイヤーグループ,https://www.netyear.net/,生成,current,2024年6月,,540.84,,,,,,"photos_1/3622_ネットイヤーグループ/current/photo_01.jpg,photos_1/3622_ネットイヤーグループ/current/photo_02.jpg",2,current
3591,ワコールホールディングス,https://www.wacoalholdings.jp/,"年
株式会",prev_1,2023年02月28日,2023年2月24日,2164.6,2107.0,,,,,,0,history
3591,ワコールホールディングス,https://www.wacoalholdings.jp/,"日
株式会",prev_2,2023年02月28日,,2164.6,,,,,,,0,history
3612,ワールド,https://corp.world.co.jp/,鈴木 信輝,current,,,,,,,,,photos_1/3612_ワールド/current/photo_01.jpg,1,current
3632,グリーホールディングス,https://hd.gree.net/jp/ja/,田中 良和,current,2000年2月,,,,,,,,photos_1/3632_グリーホールディングス/current/photo_01.jpg,1,current
3632,グリーホールディングス,https://hd.gree.net/jp/ja/,表者 時田宗,prev_1,,,,,,,,,photos_1/3632_グリーホールディングス/history/01_表者_時田宗/photo_01.jpg,1,history
3626,TIS,https://www.tis.co.jp/,"月
株",current,2000年6月,,,,,,,,photos_1/3626_TIS/current/photo_01.jpg,1,current
3626,TIS,https://www.tis.co.jp/,兼務 来年,prev_1,2019年9月11日,2020年9月30日,,,,,,,photos_1/3626_TIS/history/01_兼務_来年/photo_01.jpg,1,history
3648,AGS,https://www.ags.co.jp/,中野　真治,current,,,,,,,,,photos_1/3648_AGS/current/photo_01.jpg,1,current
3548,バロックジャパンリミテッド,https://www.baroque-global.com/,王洲 銀河劇,prev_1,,,,,,,,,photos_1/3548_バロックジャパンリミテッド/history/01_王洲_銀河劇/photo_01.jpg,1,history
3649,ファインデックス,https://findex.co.jp/,進士仁一,prev_1,,,,,,,,,,0,history
3649,ファインデックス,https://findex.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3649_ファインデックス/history/02_手塚卓志/photo_01.jpg,1,history
3655,ブレインパッド,https://www.brainpad.co.jp/,号 六本木,current,2004年3月,,,,,,,,photos_1/3655_ブレインパッド/current/photo_01.jpg,1,current
3655,ブレインパッド,https://www.brainpad.co.jp/,公一　弘前大,prev_1,,,,,,,,,photos_1/3655_ブレインパッド/history/01_公一_弘前大/photo_01.jpg,1,history
3655,ブレインパッド,https://www.brainpad.co.jp/,究所 先端工,prev_2,,,,,,,,,photos_1/3655_ブレインパッド/history/02_究所_先端工/photo_01.jpg,1,history
3655,ブレインパッド,https://www.brainpad.co.jp/,大学 教授長,prev_3,,,,,,,,,photos_1/3655_ブレインパッド/history/03_大学_教授長/photo_01.jpg,1,history
3655,ブレインパッド,https://www.brainpad.co.jp/,究部 室長堀,prev_4,,,,,,,,,photos_1/3655_ブレインパッド/history/04_究部_室長堀/photo_01.jpg,1,history
3655,ブレインパッド,https://www.brainpad.co.jp/,田潔　一般社,prev_5,,,,,,,,,photos_1/3655_ブレインパッド/history/05_田潔_一般社/photo_01.jpg,1,history
3655,ブレインパッド,https://www.brainpad.co.jp/,敬子　国立研,prev_6,,,,,,,,,photos_1/3655_ブレインパッド/history/06_敬子_国立研/photo_01.jpg,1,history
3655,ブレインパッド,https://www.brainpad.co.jp/,将夫　国立研,prev_7,,,,,,,,,photos_1/3655_ブレインパッド/history/07_将夫_国立研/photo_01.jpg,1,history
3655,ブレインパッド,https://www.brainpad.co.jp/,正樹　九州大,prev_8,,,,,,,,,photos_1/3655_ブレインパッド/history/08_正樹_九州大/photo_01.jpg,1,history
3652,ディジタルメディアプロフェッショナル,https://www.dmprof.com/,山本 達夫,current,,,,,,,,,photos_1/3652_ディジタルメディアプロフェッショナル/current/photo_01.jpg,1,current
3652,ディジタルメディアプロフェッショナル,https://www.dmprof.com/,田聡 講演内,prev_1,2011年9月11日,2011年10月28日,,,,,,,photos_1/3652_ディジタルメディアプロフェッショナル/history/01_田聡_講演内/photo_01.jpg,1,history
3656,KLab,https://www.klab.com/jp/,真田 哲弥,current,,,,,,,,,photos_1/3656_KLab/current/photo_01.jpg,1,current
3661,エムアップホールディングス,https://m-upholdings.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/3661_エムアップホールディングス/history/01_進士仁一/photo_01.jpg,1,history
3661,エムアップホールディングス,https://m-upholdings.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3661_エムアップホールディングス/history/02_手塚卓志/photo_01.jpg,1,history
3660,アイスタイル,https://www.istyle.co.jp/,合同 美容部,current,,,,,,,,,"photos_1/3660_アイスタイル/current/photo_01.jpg,photos_1/3660_アイスタイル/current/photo_02.jpg,photos_1/3660_アイスタイル/current/photo_03.jpg,photos_1/3660_アイスタイル/current/photo_04.jpg,photos_1/3660_アイスタイル/current/photo_05.jpg",5,current
3668,コロプラ,https://colopl.co.jp/,"会長
馬場",current,2003年3月,,,,,,,,photos_1/3668_コロプラ/current/photo_01.jpg,1,current
3668,コロプラ,https://colopl.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/3668_コロプラ/history/01_進士仁一/photo_01.jpg,1,history
3668,コロプラ,https://colopl.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3668_コロプラ/history/02_手塚卓志/photo_01.jpg,1,history
3671,ソフトマックス,https://www.s-max.co.jp/,萩原 千恵子,current,2025年12月,,330.63,,,,,,photos_1/3671_ソフトマックス/current/photo_01.jpg,1,current
3667,enish,https://www.enish.jp/,済界 電子版,prev_1,2014年頃,,,,,,,,photos_1/3667_enish/history/01_済界_電子版/photo_01.jpg,1,history
3674,オークファン,https://aucfan.co.jp/,武永 修一,current,2004年４月,,,,,,,,,0,current
3674,オークファン,https://aucfan.co.jp/,森本 太郎,prev_1,,,,,,,,,photos_1/3674_オークファン/history/01_森本_太郎/photo_01.jpg,1,history
3673,ブロードリーフ,https://www.broadleaf.co.jp/,植田和磨,prev_1,2002年12月4日,,,,,,,,photos_1/3673_ブロードリーフ/history/01_植田和磨/photo_01.jpg,1,history
3673,ブロードリーフ,https://www.broadleaf.co.jp/,平生翔大,prev_2,2002年10月11日,,,,,,,,photos_1/3673_ブロードリーフ/history/02_平生翔大/photo_01.jpg,1,history
3673,ブロードリーフ,https://www.broadleaf.co.jp/,小村真也,prev_3,2002年5月28日,,,,,,,,photos_1/3673_ブロードリーフ/history/03_小村真也/photo_01.jpg,1,history
3673,ブロードリーフ,https://www.broadleaf.co.jp/,古畑翔,prev_4,,,,,,,,,,0,history
3673,ブロードリーフ,https://www.broadleaf.co.jp/,池田悠希,prev_5,,,,,,,,,photos_1/3673_ブロードリーフ/history/05_池田悠希/photo_01.jpg,1,history
3673,ブロードリーフ,https://www.broadleaf.co.jp/,祝原涼介,prev_6,,,,,,,,,photos_1/3673_ブロードリーフ/history/06_祝原涼介/photo_01.jpg,1,history
3675,クロス・マーケティンググループ,https://www.cm-group.co.jp/,十嵐　幹,current,2025年8月,,700.67,,,,,,photos_1/3675_クロス・マーケティンググループ/current/photo_01.jpg,1,current
3675,クロス・マーケティンググループ,https://www.cm-group.co.jp/,羽佐間重彰,prev_1,2003年7月,,,,,,,,photos_1/3675_クロス・マーケティンググループ/history/01_羽佐間重彰/photo_01.jpg,1,history
3675,クロス・マーケティンググループ,https://www.cm-group.co.jp/,日枝久,prev_2,2003年7月,2025年3月,,,,,,,photos_1/3675_クロス・マーケティンググループ/history/02_日枝久/photo_01.jpg,1,history
3675,クロス・マーケティンググループ,https://www.cm-group.co.jp/,鹿内信隆,prev_3,,,,,,,,,,0,history
3675,クロス・マーケティンググループ,https://www.cm-group.co.jp/,鹿内春雄,prev_4,,,,,,,,,photos_1/3675_クロス・マーケティンググループ/history/04_鹿内春雄/photo_01.jpg,1,history
3675,クロス・マーケティンググループ,https://www.cm-group.co.jp/,鹿内宏明,prev_5,,,,,,,,,photos_1/3675_クロス・マーケティンググループ/history/05_鹿内宏明/photo_01.jpg,1,history
3675,クロス・マーケティンググループ,https://www.cm-group.co.jp/,小林吉彦,prev_6,,,,,,,,,photos_1/3675_クロス・マーケティンググループ/history/06_小林吉彦/photo_01.jpg,1,history
3676,デジタルハーツホールディングス,https://www.digitalhearts-hd.com/,筑紫 敏矢,current,,,,,,,,,photos_1/3676_デジタルハーツホールディングス/current/photo_01.jpg,1,current
3672,オルトプラス,https://www.altplus.co.jp/,植村甲午郎,prev_1,,,,,,,,,photos_1/3672_オルトプラス/history/01_植村甲午郎/photo_01.jpg,1,history
3672,オルトプラス,https://www.altplus.co.jp/,水野成夫,prev_2,,,,,,,,,photos_1/3672_オルトプラス/history/02_水野成夫/photo_01.jpg,1,history
3672,オルトプラス,https://www.altplus.co.jp/,鹿内信隆,prev_3,,,,,,,,,,0,history
3672,オルトプラス,https://www.altplus.co.jp/,浅野賢澄,prev_4,,,,,,,,,photos_1/3672_オルトプラス/history/04_浅野賢澄/photo_01.jpg,1,history
3672,オルトプラス,https://www.altplus.co.jp/,鹿内春雄,prev_5,,,,,,,,,photos_1/3672_オルトプラス/history/05_鹿内春雄/photo_01.jpg,1,history
3672,オルトプラス,https://www.altplus.co.jp/,鹿内宏明,prev_6,,,,,,,,,photos_1/3672_オルトプラス/history/06_鹿内宏明/photo_01.jpg,1,history
3672,オルトプラス,https://www.altplus.co.jp/,日枝久,prev_7,,,,,,,,,photos_1/3672_オルトプラス/history/07_日枝久/photo_01.jpg,1,history
3672,オルトプラス,https://www.altplus.co.jp/,嘉納修治,prev_8,,,,,,,,,photos_1/3672_オルトプラス/history/08_嘉納修治/photo_01.jpg,1,history
3682,エンカレッジ・テクノロジ,https://www.et-x.jp/,"挨拶

私",current,2025年7月,,619.0,,,,,,photos_1/3682_エンカレッジ・テクノロジ/current/photo_01.jpg,1,current
3679,じげん,https://zigexn.co.jp/,平尾 丈,current,,,,,,,,,"photos_1/3679_じげん/current/photo_01.jpg,photos_1/3679_じげん/current/photo_02.jpg,photos_1/3679_じげん/current/photo_03.jpg,photos_1/3679_じげん/current/photo_04.jpg,photos_1/3679_じげん/current/photo_05.jpg",5,current
3687,フィックスターズ,https://www.fixstars.com/,三木 聡,current,2002年8月,,,,,,,,"photos_1/3687_フィックスターズ/current/photo_01.jpg,photos_1/3687_フィックスターズ/current/photo_02.jpg,photos_1/3687_フィックスターズ/current/photo_03.jpg",3,current
3687,フィックスターズ,https://www.fixstars.com/,須賀　利幸,prev_1,,,,,,,,,photos_1/3687_フィックスターズ/history/01_須賀_利幸/photo_01.jpg,1,history
3687,フィックスターズ,https://www.fixstars.com/,松田 佳希,prev_2,,,,,,,,,photos_1/3687_フィックスターズ/history/02_松田_佳希/photo_01.jpg,1,history
3687,フィックスターズ,https://www.fixstars.com/,樺島 弘明,prev_3,,,,,,,,,photos_1/3687_フィックスターズ/history/03_樺島_弘明/photo_01.jpg,1,history
3687,フィックスターズ,https://www.fixstars.com/,野澤 俊通,prev_4,,,,,,,,,photos_1/3687_フィックスターズ/history/04_野澤_俊通/photo_01.jpg,1,history
3681,ブイキューブ,https://jp.vcube.com/,間下 直晃,current,2013年12月,,1232.48,,,,,,"photos_1/3681_ブイキューブ/current/photo_01.jpg,photos_1/3681_ブイキューブ/current/photo_02.jpg,photos_1/3681_ブイキューブ/current/photo_03.jpg,photos_1/3681_ブイキューブ/current/photo_04.jpg,photos_1/3681_ブイキューブ/current/photo_05.jpg",5,current
3681,ブイキューブ,https://jp.vcube.com/,進士仁一,prev_1,,,,,,,,,,0,history
3681,ブイキューブ,https://jp.vcube.com/,手塚卓志,prev_2,,,,,,,,,photos_1/3681_ブイキューブ/history/02_手塚卓志/photo_01.jpg,1,history
3708,特種東海製紙,https://www.tt-paper.co.jp/,特種東海,current,,,,,,,,,photos_1/3708_特種東海製紙/current/photo_01.jpg,1,current
3698,CRI・ミドルウェア,https://www.cri-mw.co.jp/,押見 正雄,current,,,,,,,,,photos_1/3698_CRI・ミドルウェア/current/photo_01.jpg,1,current
3697,SHIFT,https://www.shiftinc.jp/,丹下 大,current,2005年9月,,,,,,,,photos_1/3697_SHIFT/current/photo_01.jpg,1,current
3697,SHIFT,https://www.shiftinc.jp/,理由 従業員,prev_1,2025年7月11日,2025年7月12日,,,,,,,photos_1/3697_SHIFT/history/01_理由_従業員/photo_01.jpg,1,history
3726,フォーシーズHD,https://www.4cs-holdings.co.jp/,院前 伊集院,prev_1,,,,,,,,,photos_1/3726_フォーシーズHD/history/01_院前_伊集院/photo_01.jpg,1,history
3727,アプリックス,https://www.aplix.co.jp/,倉林 聡子,current,2022年3月,,111.74,,,,,,"photos_1/3727_アプリックス/current/photo_01.jpg,photos_1/3727_アプリックス/current/photo_02.jpg",2,current
3733,ソフトウェア・サービス,https://www.softs.co.jp/,日 組織改,current,2025年11月,,13815.74,,,,,,photos_1/3733_ソフトウェア・サービス/current/photo_01.jpg,1,current
3733,ソフトウェア・サービス,https://www.softs.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/3733_ソフトウェア・サービス/history/01_進士仁一/photo_01.jpg,1,history
3733,ソフトウェア・サービス,https://www.softs.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3733_ソフトウェア・サービス/history/02_手塚卓志/photo_01.jpg,1,history
3744,サイオス,https://www.sios.com/ja/,多様性,current,,,,,,,,,photos_1/3744_サイオス/current/photo_01.jpg,1,current
3763,プロシップ,https://www.proship.co.jp/,山口 法弘,prev_1,,,,,,,,,photos_1/3763_プロシップ/history/01_山口_法弘/photo_01.jpg,1,history
3769,GMOペイメントゲートウェイ,https://www.gmo-pg.com/,相浦 一成,current,,,,,,,,,photos_1/3769_GMOペイメントゲートウェイ/current/photo_01.jpg,1,current
3768,リスクモンスター,https://www.riskmonster.co.jp/,進士仁一,prev_1,,,,,,,,,,0,history
3768,リスクモンスター,https://www.riskmonster.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3768_リスクモンスター/history/02_手塚卓志/photo_01.jpg,1,history
3770,ザッパラス,https://www.zappallas.com/,玉置 真理,prev_1,2016年頃,,,,,,,,photos_1/3770_ザッパラス/history/01_玉置_真理/photo_01.jpg,1,history
3773,アドバンスト・メディア,https://www.advanced-media.co.jp/,鈴木 清幸,current,,,,,,,,,photos_1/3773_アドバンスト・メディア/current/photo_01.jpg,1,current
3773,アドバンスト・メディア,https://www.advanced-media.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/3773_アドバンスト・メディア/history/01_進士仁一/photo_01.jpg,1,history
3773,アドバンスト・メディア,https://www.advanced-media.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3773_アドバンスト・メディア/history/02_手塚卓志/photo_01.jpg,1,history
3778,さくらインターネット,https://www.sakura.ad.jp/corporate/ir/,挨拶,current,,,,,,,,,photos_1/3778_さくらインターネット/current/photo_01.jpg,1,current
3778,さくらインターネット,https://www.sakura.ad.jp/corporate/ir/,大阪 北館,prev_1,,,,,,,,,photos_1/3778_さくらインターネット/history/01_大阪_北館/photo_01.jpg,1,history
3779,ジェイ・エスコムホールディングス,https://www.j-escom.co.jp/,金子 眞吾,prev_1,,,,,,,,,photos_1/3779_ジェイ・エスコムホールディングス/history/01_金子_眞吾/photo_01.jpg,1,history
3771,システムリサーチ,https://www.sr-net.co.jp/,平山 宏,current,2021年3月,,807.85,,,,,,photos_1/3771_システムリサーチ/current/photo_01.jpg,1,current
3771,システムリサーチ,https://www.sr-net.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/3771_システムリサーチ/history/01_進士仁一/photo_01.jpg,1,history
3771,システムリサーチ,https://www.sr-net.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3771_システムリサーチ/history/02_手塚卓志/photo_01.jpg,1,history
3791,IGポート,http://www.igport.co.jp/,松浦裕暁,prev_1,,,,,,,,,photos_1/3791_IGポート/history/01_松浦裕暁/photo_01.jpg,1,history
3791,IGポート,http://www.igport.co.jp/,國枝信吾,prev_2,,,,,,,,,photos_1/3791_IGポート/history/02_國枝信吾/photo_01.jpg,1,history
3798,ULSグループ,https://www.ulsgroup.co.jp/,"未来

創業以",current,,,,,,,,,"photos_1/3798_ULSグループ/current/photo_01.jpg,photos_1/3798_ULSグループ/current/photo_02.jpg",2,current
3787,テクノマセマティカル,https://www.tmath.co.jp/,提訴 毎日新,prev_1,2012年12月6日,2014年6月23日,,,,,,,photos_1/3787_テクノマセマティカル/history/01_提訴_毎日新/photo_01.jpg,1,history
3772,ウェルス・マネジメント,https://www.wealth-mngt.com/,山氏　三井住,prev_1,2025年12月23日,2025年12月23日,,,,,,,photos_1/3772_ウェルス・マネジメント/history/01_山氏_三井住/photo_01.jpg,1,history
3772,ウェルス・マネジメント,https://www.wealth-mngt.com/,山氏　海外,prev_2,2025年7月31日,2025年12月23日,,,,,,,photos_1/3772_ウェルス・マネジメント/history/02_山氏_海外/photo_01.jpg,1,history
3796,いい生活,https://www.e-seikatsu.info/,中村 清高,current,,,,,,,,,photos_1/3796_いい生活/current/photo_01.jpg,1,current
3796,いい生活,https://www.e-seikatsu.info/,中村清高,prev_1,2016年頃,,,,,,,,photos_1/3796_いい生活/history/01_中村清高/photo_01.jpg,1,history
3804,システム　ディ,https://www.systemd.co.jp/,堂山　遼,current,2024年4月,,1273.78,,,,,,photos_1/3804_システム_ディ/current/photo_01.jpg,1,current
3804,システム　ディ,https://www.systemd.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/3804_システム_ディ/history/01_進士仁一/photo_01.jpg,1,history
3804,システム　ディ,https://www.systemd.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3804_システム_ディ/history/02_手塚卓志/photo_01.jpg,1,history
3800,ユニリタ,https://www.unirita.co.jp/,共感,current,,,,,,,,,photos_1/3800_ユニリタ/current/photo_01.jpg,1,current
3800,ユニリタ,https://www.unirita.co.jp/,新藤 匡浩資,prev_1,2009年3月,2009年3月,,,,,,,,0,history
3816,大和コンピューター,https://www.daiwa-computer.co.jp/,中村　憲司,current,,,,,,,,,photos_1/3816_大和コンピューター/current/photo_01.jpg,1,current
3825,リミックスポイント,https://www.remixpoint.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/3825_リミックスポイント/history/01_進士仁一/photo_01.jpg,1,history
3825,リミックスポイント,https://www.remixpoint.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3825_リミックスポイント/history/02_手塚卓志/photo_01.jpg,1,history
3839,ODKソリューションズ,https://www.odk.co.jp/,田代 正雄,prev_1,,,,,,,,,photos_1/3839_ODKソリューションズ/history/01_田代_正雄/photo_01.jpg,1,history
3837,アドソル日進,https://www.adniss.jp/,上田 富三,prev_1,,,,,,,,,photos_1/3837_アドソル日進/history/01_上田_富三/photo_01.jpg,1,history
3842,ネクストジェン,https://www.nextgen.co.jp/,植村甲午郎,prev_1,,,,,,,,,photos_1/3842_ネクストジェン/history/01_植村甲午郎/photo_01.jpg,1,history
3842,ネクストジェン,https://www.nextgen.co.jp/,水野成夫,prev_2,,,,,,,,,photos_1/3842_ネクストジェン/history/02_水野成夫/photo_01.jpg,1,history
3842,ネクストジェン,https://www.nextgen.co.jp/,鹿内信隆,prev_3,,,,,,,,,,0,history
3842,ネクストジェン,https://www.nextgen.co.jp/,浅野賢澄,prev_4,,,,,,,,,,0,history
3842,ネクストジェン,https://www.nextgen.co.jp/,鹿内春雄,prev_5,,,,,,,,,photos_1/3842_ネクストジェン/history/05_鹿内春雄/photo_01.jpg,1,history
3842,ネクストジェン,https://www.nextgen.co.jp/,鹿内宏明,prev_6,,,,,,,,,photos_1/3842_ネクストジェン/history/06_鹿内宏明/photo_01.jpg,1,history
3842,ネクストジェン,https://www.nextgen.co.jp/,日枝久,prev_7,,,,,,,,,photos_1/3842_ネクストジェン/history/07_日枝久/photo_01.jpg,1,history
3842,ネクストジェン,https://www.nextgen.co.jp/,嘉納修治,prev_8,,,,,,,,,photos_1/3842_ネクストジェン/history/08_嘉納修治/photo_01.jpg,1,history
3844,コムチュア,https://www.comture.com/,"方
当社",current,,,,,,,,,"photos_1/3844_コムチュア/current/photo_01.jpg,photos_1/3844_コムチュア/current/photo_02.jpg",2,current
3826,システムインテグレータ,https://corporate.sint.co.jp/,梅田　弘之,current,2026年2月,,497.0,,,,,,"photos_1/3826_システムインテグレータ/current/photo_01.jpg,photos_1/3826_システムインテグレータ/current/photo_02.jpg",2,current
3845,アイフリークモバイル,https://www.i-freek.co.jp/,吉田 邦臣,current,2000年4月,,,,,,,,photos_1/3845_アイフリークモバイル/current/photo_01.jpg,1,current
3845,アイフリークモバイル,https://www.i-freek.co.jp/,吉田 邦臣,prev_1,2026年1月５日,,,,,,,,photos_1/3845_アイフリークモバイル/history/01_吉田_邦臣/photo_01.jpg,1,history
3853,アステリア,https://jp.asteria.com/,平野 洋一郎,current,,,,,,,,,"photos_1/3853_アステリア/current/photo_01.jpg,photos_1/3853_アステリア/current/photo_02.jpg,photos_1/3853_アステリア/current/photo_03.jpg,photos_1/3853_アステリア/current/photo_04.jpg,photos_1/3853_アステリア/current/photo_05.jpg",5,current
3853,アステリア,https://jp.asteria.com/,配信 其原有,prev_1,2017年2月26日,2020年12月1日,,,,,,,photos_1/3853_アステリア/history/01_配信_其原有/photo_01.jpg,1,history
3863,日本製紙,https://www.nipponpapergroup.com/,瀬邊　明,current,,,,,,,,,photos_1/3863_日本製紙/current/photo_01.jpg,1,current
3865,北越コーポレーション,https://www.hokuetsucorp.com/,昇格　岸本氏,prev_1,2026年1月27日,,,,,,,,photos_1/3865_北越コーポレーション/history/01_昇格_岸本氏/photo_01.jpg,1,history
3878,巴川コーポレーション,https://www.tomoegawa.co.jp/,井上 善雄,prev_1,,,,,,,,,photos_1/3878_巴川コーポレーション/history/01_井上_善雄/photo_01.jpg,1,history
3877,中越パルプ工業,https://www.chuetsu-pulp.co.jp/,福本　亮治,current,,,,,,,,,photos_1/3877_中越パルプ工業/current/photo_01.jpg,1,current
3880,大王製紙,https://www.daio-paper.co.jp/,価値創造,current,,,,,,,,,photos_1/3880_大王製紙/current/photo_01.jpg,1,current
3896,阿波製紙,https://www.awapaper.co.jp/,号 第,current,,,,,,,,,photos_1/3896_阿波製紙/current/photo_01.jpg,1,current
3895,ハビックス,https://www.havix.co.jp/,衛生,current,,,,,,,,,photos_1/3895_ハビックス/current/photo_01.jpg,1,current
3895,ハビックス,https://www.havix.co.jp/,吉村和彦,prev_1,2022年頃,,,,,,,,photos_1/3895_ハビックス/history/01_吉村和彦/photo_01.jpg,1,history
3895,ハビックス,https://www.havix.co.jp/,木村敏之,prev_2,2016年頃,2022年頃,,,,,,,photos_1/3895_ハビックス/history/02_木村敏之/photo_01.jpg,1,history
3901,マークラインズ,https://www.marklines.com/,表者 時田宗,prev_1,,,,,,,,,photos_1/3901_マークラインズ/history/01_表者_時田宗/photo_01.jpg,1,history
3891,ニッポン高度紙工業,https://www.kodoshi.co.jp/,高知県,current,2021年8月,,3123.3,,,,,,photos_1/3891_ニッポン高度紙工業/current/photo_01.jpg,1,current
3902,メディカル・データ・ビジョン,https://www.mdv.co.jp/,社名,current,,,,,,,,,photos_1/3902_メディカル・データ・ビジョン/current/photo_01.jpg,1,current
3900,クラウドワークス,https://crowdworks.co.jp/,吉田 浩一郎,current,,,,,,,,,photos_1/3900_クラウドワークス/current/photo_01.jpg,1,current
3909,ショーケース,https://www.showcase-tv.com/,娼館 望郷,prev_1,,,,,,,,,photos_1/3909_ショーケース/history/01_娼館_望郷/photo_01.jpg,1,history
3909,ショーケース,https://www.showcase-tv.com/,七号 君想,prev_2,,,,,,,,,photos_1/3909_ショーケース/history/02_七号_君想/photo_01.jpg,1,history
3905,データセクション,https://www.datasection.co.jp/,日 執行役,current,2024年11月,,1215.0,,,,,,photos_1/3905_データセクション/current/photo_01.jpg,1,current
3913,GreenBee,https://www.greenbee.co.jp/,"略歴
平成",current,平成8年7月,,,,,,,,photos_1/3913_GreenBee/current/photo_01.jpg,1,current
3915,テラスカイ,https://www.terrasky.co.jp/,佐藤 秀哉,current,,,,,,,,,photos_1/3915_テラスカイ/current/photo_01.jpg,1,current
3911,Aiming,https://aiming-inc.com/,椎葉 忠志,current,2006年12月,,,,,,,,,0,current
3923,ラクス,https://www.rakus.co.jp/,中村 崇則,current,,,,,,,,,"photos_1/3923_ラクス/current/photo_01.jpg,photos_1/3923_ラクス/current/photo_02.jpg,photos_1/3923_ラクス/current/photo_03.jpg",3,current
3924,ランドコンピュータ,https://www.rand.co.jp/,福 島,current,2021年1月,,310.91,,,,,,photos_1/3924_ランドコンピュータ/current/photo_01.jpg,1,current
3924,ランドコンピュータ,https://www.rand.co.jp/,構成 講演,prev_1,,,,,,,,,photos_1/3924_ランドコンピュータ/history/01_構成_講演/photo_01.jpg,1,history
3926,オープンドア,https://www.opendoor.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/3926_オープンドア/history/01_進士仁一/photo_01.jpg,1,history
3926,オープンドア,https://www.opendoor.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/3926_オープンドア/history/02_手塚卓志/photo_01.jpg,1,history
3927,フーバーブレイン,https://www.fuva-brain.co.jp/,輿水 英行,current,,,,,,,,,photos_1/3927_フーバーブレイン/current/photo_01.jpg,1,current
3918,PCIホールディングス,https://www.pci-h.co.jp/,会長　戸澤,current,,,,,,,,,photos_1/3918_PCIホールディングス/current/photo_01.jpg,1,current
3918,PCIホールディングス,https://www.pci-h.co.jp/,原口直道,prev_1,2018年頃,2022年頃,,,,,,,photos_1/3918_PCIホールディングス/history/01_原口直道/photo_01.jpg,1,history
3929,ソーシャルワイヤー,https://www.socialwire.net/,矢田 峰之,prev_1,,,,,,,,,photos_1/3929_ソーシャルワイヤー/history/01_矢田_峰之/photo_01.jpg,1,history
3931,バリューゴルフ,https://corp.valuegolf.co.jp/,水口 通夫,current,,,,,,,,,"photos_1/3931_バリューゴルフ/current/photo_01.jpg,photos_1/3931_バリューゴルフ/current/photo_02.jpg,photos_1/3931_バリューゴルフ/current/photo_03.jpg,photos_1/3931_バリューゴルフ/current/photo_04.jpg",4,current
3933,チエル,https://www.chieru.co.jp/,出演,prev_1,2020年頃,,,,,,,,photos_1/3933_チエル/history/01_出演/photo_01.jpg,1,history
