ticker,company_name,url,ceo_name,ceo_role,appointment_date,resignation_date,open_at_appointment,close_at_resignation,topix_open_at_appointment,topix_close_at_resignation,excess_return_annual,tenure_years,photo_paths,photo_count,source
1301,極洋,https://www.kyokuyo.co.jp/,極洋,current,,,,,,,,,photos_1/1301_極洋/current/photo_01.jpg,1,current
1301,極洋,https://www.kyokuyo.co.jp/,二村雄三,prev_1,,2004-06-29,,,,,,,photos_1/1301_極洋/history/01_二村雄三/photo_01.jpg,1,history
1301,極洋,https://www.kyokuyo.co.jp/,福井清計,prev_2,2004-06-29,2011-04-01,,,,,,6.75,photos_1/1301_極洋/history/02_福井清計/photo_01.jpg,1,history
1301,極洋,https://www.kyokuyo.co.jp/,多田久樹,prev_3,2011-04-01,2016-06-24,,,,,,5.23,photos_1/1301_極洋/history/03_多田久樹/photo_01.jpg,1,history
1301,極洋,https://www.kyokuyo.co.jp/,今井賢司,prev_4,2016-06-24,2018-06-26,,,,,,2.0,photos_1/1301_極洋/history/04_今井賢司/photo_01.jpg,1,history
1301,極洋,https://www.kyokuyo.co.jp/,井上誠,prev_5,2018-06-26,,,,,,,,photos_1/1301_極洋/history/05_井上誠/photo_01.jpg,1,history
1332,ニッスイ,https://www.nissui.co.jp/,"氏名
地位",current,,,,,,,,,"photos_1/1332_ニッスイ/current/photo_01.jpg,photos_1/1332_ニッスイ/current/photo_02.jpg,photos_1/1332_ニッスイ/current/photo_03.jpg,photos_1/1332_ニッスイ/current/photo_04.jpg,photos_1/1332_ニッスイ/current/photo_05.jpg",5,current
1332,ニッスイ,https://www.nissui.co.jp/,垣添直也,prev_1,1999-06-29,2012-06-01,,,,,,12.93,photos_1/1332_ニッスイ/history/01_垣添直也/photo_01.jpg,1,history
1332,ニッスイ,https://www.nissui.co.jp/,細見典男,prev_2,2012-06-01,2017-06-28,,,,,,5.07,photos_1/1332_ニッスイ/history/02_細見典男/photo_01.jpg,1,history
1332,ニッスイ,https://www.nissui.co.jp/,大木伸介,prev_3,2017-06-28,2018-03-15,,,,,,0.71,photos_1/1332_ニッスイ/history/03_大木伸介/photo_01.jpg,1,history
1332,ニッスイ,https://www.nissui.co.jp/,的埜明世,prev_4,2018-03-15,2021-06-25,,,,,,3.28,photos_1/1332_ニッスイ/history/04_的埜明世/photo_01.jpg,1,history
1332,ニッスイ,https://www.nissui.co.jp/,浜田晋吾,prev_5,2021-06-25,2025-05-14,,,,,,3.89,photos_1/1332_ニッスイ/history/05_浜田晋吾/photo_01.jpg,1,history
1332,ニッスイ,https://www.nissui.co.jp/,田中輝,prev_6,2025-05-14,,,,,,,,photos_1/1332_ニッスイ/history/06_田中輝/photo_01.jpg,1,history
1375,ユキグニファクトリー,https://www.yukiguni-factory.co.jp/,体制,current,,,,,,,,,photos_1/1375_ユキグニファクトリー/current/photo_01.jpg,1,current
1377,サカタのタネ,https://corporate.sakataseed.co.jp/,会長 坂田,current,2025年8月,,3326.57,,,,,,photos_1/1377_サカタのタネ/current/photo_01.jpg,1,current
1377,サカタのタネ,https://corporate.sakataseed.co.jp/,高橋英夫,prev_1,1999-01-01,2007-01-01,,,,,,8.0,photos_1/1377_サカタのタネ/history/01_高橋英夫/photo_01.jpg,1,history
1377,サカタのタネ,https://corporate.sakataseed.co.jp/,坂田宏,prev_2,2007-01-01,2025-01-01,,,,,,18.0,photos_1/1377_サカタのタネ/history/02_坂田宏/photo_01.jpg,1,history
1377,サカタのタネ,https://corporate.sakataseed.co.jp/,加々美勉,prev_3,2025-01-01,,,,,,,,photos_1/1377_サカタのタネ/history/03_加々美勉/photo_01.jpg,1,history
1379,ホクト,https://www.hokto-kinoko.co.jp/,食品包装,current,,,,,,,,,"photos_1/1379_ホクト/current/photo_01.jpg,photos_1/1379_ホクト/current/photo_02.jpg",2,current
1417,ミライト・ワン,https://www.mirait-one.com/,日本語,current,2025年12月,,3160.0,,,,,,"photos_1/1417_ミライト・ワン/current/photo_01.jpg,photos_1/1417_ミライト・ワン/current/photo_02.jpg,photos_1/1417_ミライト・ワン/current/photo_03.jpg,photos_1/1417_ミライト・ワン/current/photo_04.jpg,photos_1/1417_ミライト・ワン/current/photo_05.jpg",5,current
1429,日本アクア,https://www.n-aqua.jp/,中村文隆,current,2004年11月,,,,,,,,photos_1/1429_日本アクア/current/photo_01.jpg,1,current
1419,タマホーム,https://www.tamahome.jp/,"家
保証",current,2025年5月,,3739.13,,,,,,,0,current
1435,robot　home,https://corp.robothome.jp/,古木 大咲,prev_1,,,,,,,,,photos_1/1435_robot_home/history/01_古木_大咲/photo_01.jpg,1,history
1443,技研ホールディングス,http://www.giken-hd.co.jp/,神子柴 寿昭,prev_1,,,,,,,,,photos_1/1443_技研ホールディングス/history/01_神子柴_寿昭/photo_01.jpg,1,history
1443,技研ホールディングス,http://www.giken-hd.co.jp/,三部 敏宏,prev_2,,,,,,,,,photos_1/1443_技研ホールディングス/history/02_三部_敏宏/photo_01.jpg,1,history
1443,技研ホールディングス,http://www.giken-hd.co.jp/,倉石 誠司,prev_3,,,,,,,,,photos_1/1443_技研ホールディングス/history/03_倉石_誠司/photo_01.jpg,1,history
1443,技研ホールディングス,http://www.giken-hd.co.jp/,竹内 弘平,prev_4,,,,,,,,,,0,history
1443,技研ホールディングス,http://www.giken-hd.co.jp/,鈴木 麻子,prev_5,,,,,,,,,photos_1/1443_技研ホールディングス/history/05_鈴木_麻子/photo_01.jpg,1,history
1443,技研ホールディングス,http://www.giken-hd.co.jp/,貝原 典也,prev_6,,,,,,,,,photos_1/1443_技研ホールディングス/history/06_貝原_典也/photo_01.jpg,1,history
1446,キャンディル,https://www.candeal.co.jp/,林 晃生,current,,,,,,,,,photos_1/1446_キャンディル/current/photo_01.jpg,1,current
1514,住石ホールディングス,https://www.sumiseki.co.jp/,"役会
取締",current,,,,,,,,,photos_1/1514_住石ホールディングス/current/photo_01.jpg,1,current
1514,住石ホールディングス,https://www.sumiseki.co.jp/,長森　省輔,prev_1,,,,,,,,,photos_1/1514_住石ホールディングス/history/01_長森_省輔/photo_01.jpg,1,history
1515,日鉄鉱業,https://www.nittetsukou.co.jp/,小山　博司,prev_1,2014年頃,,,,,,,,photos_1/1515_日鉄鉱業/history/01_小山_博司/photo_01.jpg,1,history
1605,INPEX,https://www.inpex.co.jp/,上田,current,,,,,,,,,photos_1/1605_INPEX/current/photo_01.jpg,1,current
1518,三井松島ホールディングス,https://www.mitsui-matsushima.co.jp/,社会,current,,,,,,,,,photos_1/1518_三井松島ホールディングス/current/photo_01.jpg,1,current
1447,SAAFホールディングス,https://www.saaf-hd.co.jp/,奈田 直幸,current,,,,,,,,,photos_1/1447_SAAFホールディングス/current/photo_01.jpg,1,current
1711,SDSホールディングス,https://sds-hd.com/,渡辺 悠介,current,2020年10月,,357.0,,,,,,photos_1/1711_SDSホールディングス/current/photo_01.jpg,1,current
1663,K&Oエナジーグループ,https://www.k-and-o-energy.co.jp/,未来,current,,,,,,,,,photos_1/1663_K&Oエナジーグループ/current/photo_01.jpg,1,current
1720,東急建設,https://www.tokyu-cnst.co.jp/,寺田　光宏,current,,,,,,,,,photos_1/1720_東急建設/current/photo_01.jpg,1,current
1720,東急建設,https://www.tokyu-cnst.co.jp/,竹田政智,prev_1,,,,,,,,,photos_1/1720_東急建設/history/01_竹田政智/photo_01.jpg,1,history
1720,東急建設,https://www.tokyu-cnst.co.jp/,市原求,prev_2,,,,,,,,,photos_1/1720_東急建設/history/02_市原求/photo_01.jpg,1,history
1720,東急建設,https://www.tokyu-cnst.co.jp/,矢野恒太,prev_3,,,,,,,,,photos_1/1720_東急建設/history/03_矢野恒太/photo_01.jpg,1,history
1720,東急建設,https://www.tokyu-cnst.co.jp/,五島慶太,prev_4,,,,,,,,,photos_1/1720_東急建設/history/04_五島慶太/photo_01.jpg,1,history
1720,東急建設,https://www.tokyu-cnst.co.jp/,篠原三千郎,prev_5,,,,,,,,,photos_1/1720_東急建設/history/05_篠原三千郎/photo_01.jpg,1,history
1720,東急建設,https://www.tokyu-cnst.co.jp/,平山孝,prev_6,,,,,,,,,photos_1/1720_東急建設/history/06_平山孝/photo_01.jpg,1,history
1721,コムシスホールディングス,https://www.comsys-hd.co.jp/,田辺　博,current,,,,,,,,,photos_1/1721_コムシスホールディングス/current/photo_01.jpg,1,current
1719,安藤・間,https://www.ad-hzm.co.jp/,国谷一彦,current,,,,,,,,,,0,current
1444,ニッソウ,https://reform-nisso.co.jp/,台市　神奈川,prev_1,,,,,,,,,photos_1/1444_ニッソウ/history/01_台市_神奈川/photo_01.jpg,1,history
1762,高松コンストラクショングループ,https://www.takamatsu-cg.co.jp/,髙松 浩孝,current,,,,,,,,,photos_1/1762_高松コンストラクショングループ/current/photo_01.jpg,1,current
1762,高松コンストラクショングループ,https://www.takamatsu-cg.co.jp/,高松 孝之,prev_1,2013年3月31日,,,,,,,,photos_1/1762_高松コンストラクショングループ/history/01_高松_孝之/photo_01.jpg,1,history
1764,工藤建設,https://www.kudo.co.jp/,会長　工藤,current,,,,,,,,,photos_1/1764_工藤建設/current/photo_01.jpg,1,current
1764,工藤建設,https://www.kudo.co.jp/,逮捕　服役中,prev_1,2021年8月24日,2023年1月26日,,,,,,,photos_1/1764_工藤建設/history/01_逮捕_服役中/photo_01.jpg,1,history
1764,工藤建設,https://www.kudo.co.jp/,事件　工藤会,prev_2,2020年7月24日,2019年12月5日,,,,,,,photos_1/1764_工藤建設/history/02_事件_工藤会/photo_01.jpg,1,history
1768,ソネック,https://www.sonec-const.co.jp/,山本　貴弘,current,,,,,,,,,photos_1/1768_ソネック/current/photo_01.jpg,1,current
1723,日本電技,https://www.nihondengi.co.jp/,"体制
当社",current,,,,,,,,,photos_1/1723_日本電技/current/photo_01.jpg,1,current
1780,ヤマウラ,https://www.yamaura.co.jp/,山浦 正貴,current,2025年6月,,1217.07,,,,,,"photos_1/1780_ヤマウラ/current/photo_01.jpg,photos_1/1780_ヤマウラ/current/photo_02.jpg,photos_1/1780_ヤマウラ/current/photo_03.jpg,photos_1/1780_ヤマウラ/current/photo_04.jpg,photos_1/1780_ヤマウラ/current/photo_05.jpg",5,current
1776,三井住建道路,https://www.smrc.co.jp/,"役会
取締",current,,,,,,,,,photos_1/1776_三井住建道路/current/photo_01.jpg,1,current
1783,fantasista,https://fantasista-tokyo.jp/,田野 大地,prev_1,2002年頃,,,,,,,,photos_1/1783_fantasista/history/01_田野_大地/photo_01.jpg,1,history
1793,大本組,https://www.ohmoto.co.jp/,三宅 啓一,current,,,,,,,,,photos_1/1793_大本組/current/photo_01.jpg,1,current
1788,三東工業社,https://www.santo.co.jp/,杉本　修啓,current,2024年7月,,3683.92,,,,,,photos_1/1788_三東工業社/current/photo_01.jpg,1,current
1799,第一建設工業,https://www.daiichi-kensetsu.co.jp/,提訴 毎日新,prev_1,2012年12月6日,2014年6月23日,,,,,,,photos_1/1799_第一建設工業/history/01_提訴_毎日新/photo_01.jpg,1,history
1802,大林組,https://www.obayashi.co.jp/,佐藤 俊美,current,2011年1月,,248.14,,,,,,photos_1/1802_大林組/current/photo_01.jpg,1,current
1803,清水建設,https://www.shimz.co.jp/,原点回帰,current,2025年9月,,1895.07,,,,,,photos_1/1803_清水建設/current/photo_01.jpg,1,current
1808,長谷工コーポレーション,https://www.haseko.co.jp/hc/,熊野 聡,current,2025年4月,,1908.41,,,,,,"photos_1/1808_長谷工コーポレーション/current/photo_01.jpg,photos_1/1808_長谷工コーポレーション/current/photo_02.jpg",2,current
1801,大成建設,https://www.taisei.co.jp/,月 相川善,current,2025年3月,,6708.59,,,,,,photos_1/1801_大成建設/current/photo_01.jpg,1,current
1811,錢高組,https://www.zenitaka.co.jp/,社会,current,,,,,,,,,photos_1/1811_錢高組/current/photo_01.jpg,1,current
1787,ナカボーテック,https://www.nakabohtec.co.jp/,宮地 誠,current,2025年6月,,5050.0,,,,,,"photos_1/1787_ナカボーテック/current/photo_01.jpg,photos_1/1787_ナカボーテック/current/photo_02.jpg",2,current
1813,不動テトラ,https://www.fudotetra.co.jp/,"社名

株",current,2025年3月,,2133.39,,,,,,"photos_1/1813_不動テトラ/current/photo_01.jpg,photos_1/1813_不動テトラ/current/photo_02.jpg,photos_1/1813_不動テトラ/current/photo_03.jpg,photos_1/1813_不動テトラ/current/photo_04.jpg,photos_1/1813_不動テトラ/current/photo_05.jpg",5,current
1820,西松建設,https://www.nishimatsu.co.jp/,"区分
業績連",current,2024年6月,,4257.69,,,,,,photos_1/1820_西松建設/current/photo_01.jpg,1,current
1814,大末建設,https://www.daisue.co.jp/,当社,current,,,,,,,,,"photos_1/1814_大末建設/current/photo_01.jpg,photos_1/1814_大末建設/current/photo_02.jpg",2,current
1847,イチケン,https://www.ichiken.co.jp/,谷川 博之,current,,,,,,,,,,0,current
1847,イチケン,https://www.ichiken.co.jp/,王洲 銀河劇,prev_1,,,,,,,,,photos_1/1847_イチケン/history/01_王洲_銀河劇/photo_01.jpg,1,history
1850,南海辰村建設,https://www.nantatsu.co.jp/,"貢献
当社",current,,,,,,,,,photos_1/1850_南海辰村建設/current/photo_01.jpg,1,current
1853,森組,https://www.morigumi.co.jp/,平素,current,2024年6月,,304.22,,,,,,"photos_1/1853_森組/current/photo_01.jpg,photos_1/1853_森組/current/photo_02.jpg",2,current
1848,富士ピー・エス,https://www.fujips.co.jp/,減災　国土強,current,2021年５月,,529.6,,,,,,photos_1/1848_富士ピー・エス/current/photo_01.jpg,1,current
1861,熊谷組,https://www.kumagaigumi.co.jp/,株主,current,,,,,,,,,photos_1/1861_熊谷組/current/photo_01.jpg,1,current
1867,植木組,https://www.uekigumi.co.jp/,下部 久夫,current,,,,,,,,,photos_1/1867_植木組/current/photo_01.jpg,1,current
1882,東亜道路工業,https://www.toadoro.co.jp/,企業,current,,,,,,,,,"photos_1/1882_東亜道路工業/current/photo_01.jpg,photos_1/1882_東亜道路工業/current/photo_02.jpg,photos_1/1882_東亜道路工業/current/photo_03.jpg",3,current
1878,大東建託,https://www.kentaku.co.jp/,竹内,current,,,,,,,,,photos_1/1878_大東建託/current/photo_01.jpg,1,current
1904,大成温調,https://www.taisei-oncho.co.jp/,当社 執行役,current,2003年4月,,237.45,,,,,,photos_1/1904_大成温調/current/photo_01.jpg,1,current
1899,福田組,https://www.fkd.co.jp/,"締役
執行役",current,2003年3月,,1052.62,,,,,,photos_1/1899_福田組/current/photo_01.jpg,1,current
1911,住友林業,https://sfc.jp/,住友林業,current,,,,,,,,,"photos_1/1911_住友林業/current/photo_01.jpg,photos_1/1911_住友林業/current/photo_02.jpg,photos_1/1911_住友林業/current/photo_03.jpg",3,current
1926,ライト工業,https://www.raito.co.jp/,"一覧
組織図",current,,,,,,,,,"photos_1/1926_ライト工業/current/photo_01.jpg,photos_1/1926_ライト工業/current/photo_02.jpg,photos_1/1926_ライト工業/current/photo_03.jpg,photos_1/1926_ライト工業/current/photo_04.jpg,photos_1/1926_ライト工業/current/photo_05.jpg",5,current
1926,ライト工業,https://www.raito.co.jp/,提訴 毎日新,prev_1,2012年12月6日,2014年6月23日,,,,,,,photos_1/1926_ライト工業/history/01_提訴_毎日新/photo_01.jpg,1,history
1898,世紀東急工業,https://www.seikitokyu.co.jp/,"理念

豊",current,2025年3月,,1471.89,,,,,,"photos_1/1898_世紀東急工業/current/photo_01.jpg,photos_1/1898_世紀東急工業/current/photo_02.jpg,photos_1/1898_世紀東急工業/current/photo_03.jpg",3,current
1898,世紀東急工業,https://www.seikitokyu.co.jp/,竹田政智,prev_1,,,,,,,,,photos_1/1898_世紀東急工業/history/01_竹田政智/photo_01.jpg,1,history
1898,世紀東急工業,https://www.seikitokyu.co.jp/,市原求,prev_2,,,,,,,,,photos_1/1898_世紀東急工業/history/02_市原求/photo_01.jpg,1,history
1898,世紀東急工業,https://www.seikitokyu.co.jp/,矢野恒太,prev_3,,,,,,,,,photos_1/1898_世紀東急工業/history/03_矢野恒太/photo_01.jpg,1,history
1898,世紀東急工業,https://www.seikitokyu.co.jp/,五島慶太,prev_4,,,,,,,,,photos_1/1898_世紀東急工業/history/04_五島慶太/photo_01.jpg,1,history
1898,世紀東急工業,https://www.seikitokyu.co.jp/,篠原三千郎,prev_5,,,,,,,,,photos_1/1898_世紀東急工業/history/05_篠原三千郎/photo_01.jpg,1,history
1898,世紀東急工業,https://www.seikitokyu.co.jp/,平山孝,prev_6,,,,,,,,,photos_1/1898_世紀東急工業/history/06_平山孝/photo_01.jpg,1,history
1938,日本リーテック,https://www.j-rietec.co.jp/,娼館 望郷,prev_1,,,,,,,,,photos_1/1938_日本リーテック/history/01_娼館_望郷/photo_01.jpg,1,history
1938,日本リーテック,https://www.j-rietec.co.jp/,七号 君想,prev_2,,,,,,,,,photos_1/1938_日本リーテック/history/02_七号_君想/photo_01.jpg,1,history
1929,日特建設,https://www.nittoc.co.jp/,"方針
私",current,,,,,,,,,photos_1/1929_日特建設/current/photo_01.jpg,1,current
1952,新日本空調,https://www.snk.co.jp/,持続可能,current,2025年3月,,1611.59,,,,,,photos_1/1952_新日本空調/current/photo_01.jpg,1,current
1950,日本電設工業,https://www.densetsuko.co.jp/,安田 一成,current,,,,,,,,,"photos_1/1950_日本電設工業/current/photo_01.jpg,photos_1/1950_日本電設工業/current/photo_02.jpg",2,current
1951,エクシオグループ,https://www.exeo.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/1951_エクシオグループ/history/01_進士仁一/photo_01.jpg,1,history
1951,エクシオグループ,https://www.exeo.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/1951_エクシオグループ/history/02_手塚卓志/photo_01.jpg,1,history
1961,三機工業,https://www.sanki.co.jp/,石田 博一,current,,,,,,,,,photos_1/1961_三機工業/current/photo_01.jpg,1,current
1963,日揮ホールディングス,https://www.jgc.com/,佐藤 雅之,current,,,,,,,,,photos_1/1963_日揮ホールディングス/current/photo_01.jpg,1,current
1966,高田工業所,https://www.takada.co.jp/,髙田 寿一郎,current,,,,,,,,,photos_1/1966_高田工業所/current/photo_01.jpg,1,current
1965,テクノ菱和,https://www.techno-ryowa.co.jp/,"会長
黒田",current,2003年10月,,207.74,,,,,,photos_1/1965_テクノ菱和/current/photo_01.jpg,1,current
1969,高砂熱学工業,https://www.tte-net.com/,環境革新,current,2023年11月,,1330.92,,,,,,photos_1/1969_高砂熱学工業/current/photo_01.jpg,1,current
1972,三晃金属工業,https://www.sankometal.co.jp/,青木　栄一,current,,,,,,,,,photos_1/1972_三晃金属工業/current/photo_01.jpg,1,current
1976,明星工業,https://www.meisei-kogyo.co.jp/,栁瀬 徹次,current,2008年4月,,141.61,,,,,,photos_1/1976_明星工業/current/photo_01.jpg,1,current
1976,明星工業,https://www.meisei-kogyo.co.jp/,行口　再信託,prev_1,2025年3月31日,,,,,,,,photos_1/1976_明星工業/history/01_行口_再信託/photo_01.jpg,1,history
1981,協和日成,https://www.kyowa-nissei.co.jp/,川野　茂,current,,,,,,,,,,0,current
1975,朝日工業社,https://www.asahikogyosha.co.jp/,平素,current,,,,,,,,,photos_1/1975_朝日工業社/current/photo_01.jpg,1,current
1982,日比谷総合設備,https://www.hibiya-eng.co.jp/,中北　英孝,current,2025年6月,,3283.79,,,,,,photos_1/1982_日比谷総合設備/current/photo_01.jpg,1,current
1982,日比谷総合設備,https://www.hibiya-eng.co.jp/,広瀬政之,prev_1,2024年4月,,,,,,,,photos_1/1982_日比谷総合設備/history/01_広瀬政之/photo_01.jpg,1,history
1982,日比谷総合設備,https://www.hibiya-eng.co.jp/,北野嘉久,prev_2,2019年4月,2024年4月,,,,,,,photos_1/1982_日比谷総合設備/history/02_北野嘉久/photo_01.jpg,1,history
1982,日比谷総合設備,https://www.hibiya-eng.co.jp/,柿木厚司,prev_3,2015年4月,2019年4月,,,,,,,photos_1/1982_日比谷総合設備/history/03_柿木厚司/photo_01.jpg,1,history
1982,日比谷総合設備,https://www.hibiya-eng.co.jp/,林田英治,prev_4,2010年4月,2015年4月,,,,,,,photos_1/1982_日比谷総合設備/history/04_林田英治/photo_01.jpg,1,history
1982,日比谷総合設備,https://www.hibiya-eng.co.jp/,馬田一,prev_5,2005年4月,2010年4月,,,,,,,photos_1/1982_日比谷総合設備/history/05_馬田一/photo_01.jpg,1,history
1982,日比谷総合設備,https://www.hibiya-eng.co.jp/,數土文夫,prev_6,2003年4月,2005年4月,,,,,,,photos_1/1982_日比谷総合設備/history/06_數土文夫/photo_01.jpg,1,history
1994,高橋カーテンウォール工業,https://www.t-cw.co.jp/,高橋 武治,current,,,,,,,,,photos_1/1994_高橋カーテンウォール工業/current/photo_01.jpg,1,current
2060,フィード・ワン,https://www.feed-one.co.jp/,日本配合,current,2014年10月,,412.16,,,,,,photos_1/2060_フィード・ワン/current/photo_01.jpg,1,current
2053,中部飼料,https://www.chubushiryo.co.jp/,藤田 京一,current,,,,,,,,,photos_1/2053_中部飼料/current/photo_01.jpg,1,current
2108,日本甜菜製糖,https://www.nitten.co.jp/,"月
日本甜",current,2025年7月,,2321.0,,,,,,"photos_1/2108_日本甜菜製糖/current/photo_01.jpg,photos_1/2108_日本甜菜製糖/current/photo_02.jpg,photos_1/2108_日本甜菜製糖/current/photo_03.jpg",3,current
2114,フジ日本,https://www.fuji-nihon.com/,植村甲午郎,prev_1,,,,,,,,,photos_1/2114_フジ日本/history/01_植村甲午郎/photo_01.jpg,1,history
2114,フジ日本,https://www.fuji-nihon.com/,水野成夫,prev_2,,,,,,,,,photos_1/2114_フジ日本/history/02_水野成夫/photo_01.jpg,1,history
2114,フジ日本,https://www.fuji-nihon.com/,鹿内信隆,prev_3,,,,,,,,,,0,history
2114,フジ日本,https://www.fuji-nihon.com/,浅野賢澄,prev_4,,,,,,,,,photos_1/2114_フジ日本/history/04_浅野賢澄/photo_01.jpg,1,history
2114,フジ日本,https://www.fuji-nihon.com/,鹿内春雄,prev_5,,,,,,,,,photos_1/2114_フジ日本/history/05_鹿内春雄/photo_01.jpg,1,history
2114,フジ日本,https://www.fuji-nihon.com/,鹿内宏明,prev_6,,,,,,,,,photos_1/2114_フジ日本/history/06_鹿内宏明/photo_01.jpg,1,history
2114,フジ日本,https://www.fuji-nihon.com/,日枝久,prev_7,,,,,,,,,photos_1/2114_フジ日本/history/07_日枝久/photo_01.jpg,1,history
2114,フジ日本,https://www.fuji-nihon.com/,嘉納修治,prev_8,,,,,,,,,photos_1/2114_フジ日本/history/08_嘉納修治/photo_01.jpg,1,history
2004,昭和産業,https://www.showa-sangyo.co.jp/,"日
昭和産",current,2026年２月,,3185.0,,,,,,photos_1/2004_昭和産業/current/photo_01.jpg,1,current
2120,LIFULL,https://lifull.com/,"理念

社名",current,2025年12月,,165.0,,,,,,photos_1/2120_LIFULL/current/photo_01.jpg,1,current
2127,日本M&Aセンターホールディングス,https://www.nihon-ma.co.jp/groups/,院前 伊集院,prev_1,,,,,,,,,photos_1/2127_日本M&Aセンターホールディングス/history/01_院前_伊集院/photo_01.jpg,1,history
2121,MIXI,https://mixi.co.jp/,木村 弘毅,current,,,,,,,,,photos_1/2121_MIXI/current/photo_01.jpg,1,current
2136,ヒップ,https://www.hip-pro.co.jp/,進士仁一,prev_1,,,,,,,,,photos_1/2136_ヒップ/history/01_進士仁一/photo_01.jpg,1,history
2136,ヒップ,https://www.hip-pro.co.jp/,手塚卓志,prev_2,,,,,,,,,photos_1/2136_ヒップ/history/02_手塚卓志/photo_01.jpg,1,history
2138,クルーズ,https://crooz.co.jp/,小渕 宏二,current,,,,,,,,,photos_1/2138_クルーズ/current/photo_01.jpg,1,current
2146,UTグループ,https://www.ut-g.co.jp/,外村　学,current,,,,,,,,,photos_1/2146_UTグループ/current/photo_01.jpg,1,current
2139,中広,https://chuco.co.jp/,社員 月月火,prev_1,,,,,,,,,photos_1/2139_中広/history/01_社員_月月火/photo_01.jpg,1,history
2153,E・Jホールディングス,https://www.ej-hds.co.jp/,小谷 裕司,current,2007年6月,,479.56,,,,,,photos_1/2153_E・Jホールディングス/current/photo_01.jpg,1,current
2154,オープンアップグループ,https://www.openupgroup.co.jp/,西田 穣,current,,,,,,,,,photos_1/2154_オープンアップグループ/current/photo_01.jpg,1,current
2160,ジーエヌアイグループ,https://www.gnipharma.com/,上海,current,,,,,,,,,photos_1/2160_ジーエヌアイグループ/current/photo_01.jpg,1,current
2130,メンバーズ,https://www.members.co.jp/,締役 兼,current,,,,,,,,,photos_1/2130_メンバーズ/current/photo_01.jpg,1,current
2162,nms　ホールディングス,https://www.n-ms.co.jp/,小野文明,prev_1,2018年頃,,,,,,,,photos_1/2162_nms_ホールディングス/history/01_小野文明/photo_01.jpg,1,history
2158,FRONTEO,https://www.fronteo.com/,守本 正宏,current,2020年2月,,314.0,,,,,,photos_1/2158_FRONTEO/current/photo_01.jpg,1,current
2168,パソナグループ,https://www.pasonagroup.co.jp/,表者 時田宗,prev_1,,,,,,,,,photos_1/2168_パソナグループ/history/01_表者_時田宗/photo_01.jpg,1,history
2170,リンクアンドモチベーション,https://www.lmi.ne.jp/,"会長
小笹",current,,,,,,,,,photos_1/2170_リンクアンドモチベーション/current/photo_01.jpg,1,current
2185,シイエム・シイ,https://www.cmc.co.jp/,幸恭,current,,,,,,,,,photos_1/2185_シイエム・シイ/current/photo_01.jpg,1,current
2175,エス・エム・エス,https://www.bm-sms.co.jp/,髙畑 正樹,current,,,,,,,,,photos_1/2175_エス・エム・エス/current/photo_01.jpg,1,current
2183,リニカル,https://www.linical.com/ja/,秦野 和浩資,prev_1,2005年6月7日,2023年3月,,,,,,,photos_1/2183_リニカル/history/01_秦野_和浩資/photo_01.jpg,1,history
2163,アルトナー,https://www.artner.co.jp/,関口 相三,current,,,,,,,,,"photos_1/2163_アルトナー/current/photo_01.jpg,photos_1/2163_アルトナー/current/photo_02.jpg,photos_1/2163_アルトナー/current/photo_03.jpg",3,current
2163,アルトナー,https://www.artner.co.jp/,相三 生出演,prev_1,2018年7月3日,,,,,,,,photos_1/2163_アルトナー/history/01_相三_生出演/photo_01.jpg,1,history
2196,エスクリ,https://www.escrit.jp/,"提供
業界団",current,,,,,,,,,photos_1/2196_エスクリ/current/photo_01.jpg,1,current
2195,アミタホールディングス,https://www.amita-hd.co.jp/,会長 兼,current,2025年3月,,347.0,,,,,,photos_1/2195_アミタホールディングス/current/photo_01.jpg,1,current
2193,クックパッド,https://info.cookpad.com/,理人 三菱,prev_1,2019年12月31日,,,,,,,,photos_1/2193_クックパッド/history/01_理人_三菱/photo_01.jpg,1,history
2201,森永製菓,https://morinaga.co.jp/,推進体制,current,2021年4月,,1848.21,,,,,,photos_1/2201_森永製菓/current/photo_01.jpg,1,current
2208,ブルボン,https://www.bourbon.co.jp/,会長　吉田康,current,2024年11月,,2307.66,,,,,,"photos_1/2208_ブルボン/current/photo_01.jpg,photos_1/2208_ブルボン/current/photo_02.jpg",2,current
2211,不二家,https://www.fujiya-peko.co.jp/,推進体制,current,2024年3月,,2450.33,,,,,,photos_1/2211_不二家/current/photo_01.jpg,1,current
2211,不二家,https://www.fujiya-peko.co.jp/,休止 日本経,prev_1,2022年9月15日,2007年1月11日,,,,,,,photos_1/2211_不二家/history/01_休止_日本経/photo_01.jpg,1,history
2211,不二家,https://www.fujiya-peko.co.jp/,両省 日本経,prev_2,2022年9月15日,2007年1月17日,,,,,,,photos_1/2211_不二家/history/02_両省_日本経/photo_01.jpg,1,history
2212,山崎製パン,https://www.yamazakipan.co.jp/,"体制
当社",current,,,,,,,,,photos_1/2212_山崎製パン/current/photo_01.jpg,1,current
2215,第一屋製パン,https://www.daiichipan.co.jp/,"社名
第一屋",current,2024年12月,,576.0,,,,,,"photos_1/2215_第一屋製パン/current/photo_01.jpg,photos_1/2215_第一屋製パン/current/photo_02.jpg",2,current
