ticker,company_name,sector,ceo_name,appointment_date,resignation_date,tenure_years,photo_path,photo_acquired,github_uploaded,source,notes
1720,東急建設,建設業,寺田　光宏,,（現在）,,photos_1/1720_東急建設/current/photo_01.jpg,✓,✓,current,
1720,東急建設,建設業,竹田政智,,,,photos_1/1720_東急建設/history/01_竹田政智/photo_01.jpg,✓,✓,history,
1720,東急建設,建設業,市原求,,,,photos_1/1720_東急建設/history/02_市原求/photo_01.jpg,✓,✓,history,
1720,東急建設,建設業,矢野恒太,,,,photos_1/1720_東急建設/history/03_矢野恒太/photo_01.jpg,✓,✓,history,
1720,東急建設,建設業,五島慶太,,,,photos_1/1720_東急建設/history/04_五島慶太/photo_01.jpg,✓,✓,history,
1720,東急建設,建設業,篠原三千郎,,,,photos_1/1720_東急建設/history/05_篠原三千郎/photo_01.jpg,✓,✓,history,
1720,東急建設,建設業,平山孝,,,,photos_1/1720_東急建設/history/06_平山孝/photo_01.jpg,✓,✓,history,
1721,コムシスホールディングス,建設業,田辺　博,,（現在）,,photos_1/1721_コムシスホールディングス/current/photo_01.jpg,✓,✓,current,
1723,日本電技,建設業,"体制
当社",,（現在）,,photos_1/1723_日本電技/current/photo_01.jpg,✓,✓,current,
1724,シンクレイヤ,建設業,,,,,,,,missing,要調査
1726,ビーアールホールディングス,建設業,,,,,,,,missing,要調査
1736,オーテック,建設業,,,,,,,,missing,要調査
1758,太洋基礎工業,建設業,,,,,,,,missing,要調査
1762,高松コンストラクショングループ,建設業,髙松 浩孝,,（現在）,,photos_1/1762_高松コンストラクショングループ/current/photo_01.jpg,✓,✓,current,
1762,高松コンストラクショングループ,建設業,高松 孝之,2013年3月31日,,,photos_1/1762_高松コンストラクショングループ/history/01_高松_孝之/photo_01.jpg,✓,✓,history,
1764,工藤建設,建設業,会長　工藤,,（現在）,,photos_1/1764_工藤建設/current/photo_01.jpg,✓,✓,current,
1764,工藤建設,建設業,逮捕　服役中,2021年8月24日,2023年1月26日,,photos_1/1764_工藤建設/history/01_逮捕_服役中/photo_01.jpg,✓,✓,history,
1764,工藤建設,建設業,事件　工藤会,2020年7月24日,2019年12月5日,,photos_1/1764_工藤建設/history/02_事件_工藤会/photo_01.jpg,✓,✓,history,
1766,東建コーポレーション,建設業,,,,,,,,missing,要調査
1768,ソネック,建設業,山本　貴弘,,（現在）,,photos_1/1768_ソネック/current/photo_01.jpg,✓,✓,current,
1770,藤田エンジニアリング,建設業,,,,,,,,missing,要調査
1776,三井住建道路,建設業,"役会
取締",,（現在）,,photos_1/1776_三井住建道路/current/photo_01.jpg,✓,✓,current,
1780,ヤマウラ,建設業,山浦 正貴,2025年6月,（現在）,,photos_1/1780_ヤマウラ/current/photo_01.jpg,✓,✓,current,
1783,fantasista,不動産業,田野 大地,2002年頃,,,photos_1/1783_fantasista/history/01_田野_大地/photo_01.jpg,✓,✓,history,
1786,オリエンタル白石,建設業,,,,,,,,missing,要調査
1787,ナカボーテック,建設業,宮地 誠,2025年6月,（現在）,,photos_1/1787_ナカボーテック/current/photo_01.jpg,✓,✓,current,
1788,三東工業社,建設業,杉本　修啓,2024年7月,（現在）,,photos_1/1788_三東工業社/current/photo_01.jpg,✓,✓,current,
1793,大本組,建設業,三宅 啓一,,（現在）,,photos_1/1793_大本組/current/photo_01.jpg,✓,✓,current,
1795,マサル,建設業,,,,,,,,missing,要調査
1798,守谷商会,建設業,,,,,,,,missing,要調査
1799,第一建設工業,建設業,提訴 毎日新,2012年12月6日,2014年6月23日,,photos_1/1799_第一建設工業/history/01_提訴_毎日新/photo_01.jpg,✓,✓,history,
1801,大成建設,建設業,月 相川善,2025年3月,（現在）,,photos_1/1801_大成建設/current/photo_01.jpg,✓,✓,current,
1802,大林組,建設業,佐藤 俊美,2011年1月,（現在）,,photos_1/1802_大林組/current/photo_01.jpg,✓,✓,current,
1803,清水建設,建設業,原点回帰,2025年9月,（現在）,,photos_1/1803_清水建設/current/photo_01.jpg,✓,✓,current,
1807,佐藤渡辺,建設業,,,,,,,,missing,要調査
1808,長谷工コーポレーション,建設業,熊野 聡,2025年4月,（現在）,,photos_1/1808_長谷工コーポレーション/current/photo_01.jpg,✓,✓,current,
1810,松井建設,建設業,,,,,,,,missing,要調査
1811,錢高組,建設業,社会,,（現在）,,photos_1/1811_錢高組/current/photo_01.jpg,✓,✓,current,
1812,鹿島建設,建設業,,,,,,,,missing,要調査
1813,不動テトラ,建設業,"社名

株",2025年3月,（現在）,,photos_1/1813_不動テトラ/current/photo_01.jpg,✓,✓,current,
1814,大末建設,建設業,当社,,（現在）,,photos_1/1814_大末建設/current/photo_01.jpg,✓,✓,current,
1815,鉄建建設,建設業,,,,,,,,missing,要調査
1820,西松建設,建設業,"区分
業績連",2024年6月,（現在）,,photos_1/1820_西松建設/current/photo_01.jpg,✓,✓,current,
1822,大豊建設,建設業,,,,,,,,missing,要調査
1826,佐田建設,建設業,,,,,,,,missing,要調査
1827,ナカノフドー建設,建設業,,,,,,,,missing,要調査
1828,田辺工業,建設業,,,,,,,,missing,要調査
1833,奥村組,建設業,,,,,,,,missing,要調査
1835,東鉄工業,建設業,,,,,,,,missing,要調査
1840,土屋ホールディングス,建設業,,,,,,,,missing,要調査
1841,サンユー建設,建設業,,,,,,,,missing,要調査
1844,大盛工業,建設業,,,,,,,,missing,要調査
1847,イチケン,建設業,谷川 博之,,（現在）,,,,,current,
1847,イチケン,建設業,王洲 銀河劇,,,,photos_1/1847_イチケン/history/01_王洲_銀河劇/photo_01.jpg,✓,✓,history,
1848,富士ピー・エス,建設業,減災　国土強,2021年５月,（現在）,,photos_1/1848_富士ピー・エス/current/photo_01.jpg,✓,✓,current,
1850,南海辰村建設,建設業,"貢献
当社",,（現在）,,photos_1/1850_南海辰村建設/current/photo_01.jpg,✓,✓,current,
1852,淺沼組,建設業,,,,,,,,missing,要調査
1853,森組,建設業,平素,2024年6月,（現在）,,photos_1/1853_森組/current/photo_01.jpg,✓,✓,current,
1860,戸田建設,建設業,,,,,,,,missing,要調査
1861,熊谷組,建設業,株主,,（現在）,,photos_1/1861_熊谷組/current/photo_01.jpg,✓,✓,current,
1866,北野建設,建設業,,,,,,,,missing,要調査
1867,植木組,建設業,下部 久夫,,（現在）,,photos_1/1867_植木組/current/photo_01.jpg,✓,✓,current,
1870,矢作建設工業,建設業,,,,,,,,missing,要調査
1871,ピーエス・コンストラクション,建設業,,,,,,,,missing,要調査
1873,日本ハウスホールディングス,建設業,,,,,,,,missing,要調査
1878,大東建託,不動産業,竹内,,（現在）,,photos_1/1878_大東建託/current/photo_01.jpg,✓,✓,current,
1879,新日本建設,建設業,,,,,,,,missing,要調査
1882,東亜道路工業,建設業,企業,,（現在）,,photos_1/1882_東亜道路工業/current/photo_01.jpg,✓,✓,current,
1885,東亜建設工業,建設業,,,,,,,,missing,要調査
1887,日本国土開発,建設業,,,,,,,,missing,要調査
1888,若築建設,建設業,,,,,,,,missing,要調査
1893,五洋建設,建設業,,,,,,,,missing,要調査
1897,金下建設,建設業,,,,,,,,missing,要調査
1898,世紀東急工業,建設業,"理念

豊",2025年3月,（現在）,,photos_1/1898_世紀東急工業/current/photo_01.jpg,✓,✓,current,
1898,世紀東急工業,建設業,竹田政智,,,,photos_1/1898_世紀東急工業/history/01_竹田政智/photo_01.jpg,✓,✓,history,
1898,世紀東急工業,建設業,市原求,,,,photos_1/1898_世紀東急工業/history/02_市原求/photo_01.jpg,✓,✓,history,
1898,世紀東急工業,建設業,矢野恒太,,,,photos_1/1898_世紀東急工業/history/03_矢野恒太/photo_01.jpg,✓,✓,history,
1898,世紀東急工業,建設業,五島慶太,,,,photos_1/1898_世紀東急工業/history/04_五島慶太/photo_01.jpg,✓,✓,history,
1898,世紀東急工業,建設業,篠原三千郎,,,,photos_1/1898_世紀東急工業/history/05_篠原三千郎/photo_01.jpg,✓,✓,history,
1898,世紀東急工業,建設業,平山孝,,,,photos_1/1898_世紀東急工業/history/06_平山孝/photo_01.jpg,✓,✓,history,
1899,福田組,建設業,"締役
執行役",2003年3月,（現在）,,photos_1/1899_福田組/current/photo_01.jpg,✓,✓,current,
1904,大成温調,建設業,当社 執行役,2003年4月,（現在）,,photos_1/1904_大成温調/current/photo_01.jpg,✓,✓,current,
1905,テノックス,建設業,,,,,,,,missing,要調査
1909,日本ドライケミカル,機械,,,,,,,,missing,要調査
1911,住友林業,建設業,住友林業,,（現在）,,photos_1/1911_住友林業/current/photo_01.jpg,✓,✓,current,
1914,日本基礎技術,建設業,,,,,,,,missing,要調査
1921,巴コーポレーション,建設業,,,,,,,,missing,要調査
1925,大和ハウス工業,建設業,,,,,,,,missing,要調査
1926,ライト工業,建設業,"一覧
組織図",,（現在）,,photos_1/1926_ライト工業/current/photo_01.jpg,✓,✓,current,
1926,ライト工業,建設業,提訴 毎日新,2012年12月6日,2014年6月23日,,photos_1/1926_ライト工業/history/01_提訴_毎日新/photo_01.jpg,✓,✓,history,
1928,積水ハウス,建設業,,,,,,,,missing,要調査
1929,日特建設,建設業,"方針
私",,（現在）,,photos_1/1929_日特建設/current/photo_01.jpg,✓,✓,current,
1930,北陸電気工事,建設業,,,,,,,,missing,要調査
1934,ユアテック,建設業,,,,,,,,missing,要調査
1938,日本リーテック,建設業,娼館 望郷,,,,photos_1/1938_日本リーテック/history/01_娼館_望郷/photo_01.jpg,✓,✓,history,
1938,日本リーテック,建設業,七号 君想,,,,photos_1/1938_日本リーテック/history/02_七号_君想/photo_01.jpg,✓,✓,history,
1939,四電工,建設業,,,,,,,,missing,要調査
1941,中電工,建設業,,,,,,,,missing,要調査
1942,関電工,建設業,,,,,,,,missing,要調査
1944,きんでん,建設業,,,,,,,,missing,要調査
1945,東京エネシス,建設業,,,,,,,,missing,要調査
1946,トーエネック,建設業,,,,,,,,missing,要調査
1948,弘電社,建設業,,,,,,,,missing,要調査
1949,住友電設,建設業,,,,,,,,missing,要調査
1950,日本電設工業,建設業,安田 一成,,（現在）,,photos_1/1950_日本電設工業/current/photo_01.jpg,✓,✓,current,
1951,エクシオグループ,建設業,進士仁一,,,,photos_1/1951_エクシオグループ/history/01_進士仁一/photo_01.jpg,✓,✓,history,
1951,エクシオグループ,建設業,手塚卓志,,,,photos_1/1951_エクシオグループ/history/02_手塚卓志/photo_01.jpg,✓,✓,history,
1952,新日本空調,建設業,持続可能,2025年3月,（現在）,,photos_1/1952_新日本空調/current/photo_01.jpg,✓,✓,current,
1959,九電工,建設業,,,,,,,,missing,要調査
1960,サンテック,建設業,,,,,,,,missing,要調査
1961,三機工業,建設業,石田 博一,,（現在）,,photos_1/1961_三機工業/current/photo_01.jpg,✓,✓,current,
1963,日揮ホールディングス,建設業,佐藤 雅之,,（現在）,,photos_1/1963_日揮ホールディングス/current/photo_01.jpg,✓,✓,current,
1964,中外炉工業,建設業,,,,,,,,missing,要調査
1965,テクノ菱和,建設業,"会長
黒田",2003年10月,（現在）,,photos_1/1965_テクノ菱和/current/photo_01.jpg,✓,✓,current,
1966,高田工業所,建設業,髙田 寿一郎,,（現在）,,photos_1/1966_高田工業所/current/photo_01.jpg,✓,✓,current,
1967,ヤマト,建設業,,,,,,,,missing,要調査
1968,太平電業,建設業,,,,,,,,missing,要調査
1969,高砂熱学工業,建設業,環境革新,2023年11月,（現在）,,photos_1/1969_高砂熱学工業/current/photo_01.jpg,✓,✓,current,
1972,三晃金属工業,建設業,青木　栄一,,（現在）,,photos_1/1972_三晃金属工業/current/photo_01.jpg,✓,✓,current,
1975,朝日工業社,建設業,平素,,（現在）,,photos_1/1975_朝日工業社/current/photo_01.jpg,✓,✓,current,
1976,明星工業,建設業,栁瀬 徹次,2008年4月,（現在）,,photos_1/1976_明星工業/current/photo_01.jpg,✓,✓,current,
1976,明星工業,建設業,行口　再信託,2025年3月31日,,,photos_1/1976_明星工業/history/01_行口_再信託/photo_01.jpg,✓,✓,history,
1979,大氣社,建設業,,,,,,,,missing,要調査
1980,ダイダン,建設業,,,,,,,,missing,要調査
1981,協和日成,建設業,川野　茂,,（現在）,,,,,current,
1982,日比谷総合設備,建設業,中北　英孝,2025年6月,（現在）,,photos_1/1982_日比谷総合設備/current/photo_01.jpg,✓,✓,current,
1982,日比谷総合設備,建設業,広瀬政之,2024年4月,,,photos_1/1982_日比谷総合設備/history/01_広瀬政之/photo_01.jpg,✓,✓,history,
1982,日比谷総合設備,建設業,北野嘉久,2019年4月,2024年4月,,photos_1/1982_日比谷総合設備/history/02_北野嘉久/photo_01.jpg,✓,✓,history,
1982,日比谷総合設備,建設業,柿木厚司,2015年4月,2019年4月,,photos_1/1982_日比谷総合設備/history/03_柿木厚司/photo_01.jpg,✓,✓,history,
1982,日比谷総合設備,建設業,林田英治,2010年4月,2015年4月,,photos_1/1982_日比谷総合設備/history/04_林田英治/photo_01.jpg,✓,✓,history,
1982,日比谷総合設備,建設業,馬田一,2005年4月,2010年4月,,photos_1/1982_日比谷総合設備/history/05_馬田一/photo_01.jpg,✓,✓,history,
1982,日比谷総合設備,建設業,數土文夫,2003年4月,2005年4月,,photos_1/1982_日比谷総合設備/history/06_數土文夫/photo_01.jpg,✓,✓,history,
1992,神田通信機,建設業,,,,,,,,missing,要調査
1994,高橋カーテンウォール工業,建設業,高橋 武治,,（現在）,,photos_1/1994_高橋カーテンウォール工業/current/photo_01.jpg,✓,✓,current,
1997,暁飯島工業,建設業,,,,,,,,missing,要調査
2001,ニップン,食料品,,,,,,,,missing,要調査
2002,日清製粉グループ本社,食料品,,,,,,,,missing,要調査
2003,日東富士製粉,食料品,,,,,,,,missing,要調査
2004,昭和産業,食料品,"日
昭和産",2026年２月,（現在）,,photos_1/2004_昭和産業/current/photo_01.jpg,✓,✓,current,
2009,鳥越製粉,食料品,,,,,,,,missing,要調査
2053,中部飼料,食料品,藤田 京一,,（現在）,,photos_1/2053_中部飼料/current/photo_01.jpg,✓,✓,current,
2055,日和産業,食料品,,,,,,,,missing,要調査
2060,フィード・ワン,食料品,日本配合,2014年10月,（現在）,,photos_1/2060_フィード・ワン/current/photo_01.jpg,✓,✓,current,
2108,日本甜菜製糖,食料品,"月
日本甜",2025年7月,（現在）,,photos_1/2108_日本甜菜製糖/current/photo_01.jpg,✓,✓,current,
2109,DM三井製糖,食料品,,,,,,,,missing,要調査
2112,塩水港精糖,食料品,,,,,,,,missing,要調査
2114,フジ日本,食料品,植村甲午郎,,,,photos_1/2114_フジ日本/history/01_植村甲午郎/photo_01.jpg,✓,✓,history,
2114,フジ日本,食料品,水野成夫,,,,photos_1/2114_フジ日本/history/02_水野成夫/photo_01.jpg,✓,✓,history,
2114,フジ日本,食料品,鹿内信隆,,,,,,,history,
2114,フジ日本,食料品,浅野賢澄,,,,photos_1/2114_フジ日本/history/04_浅野賢澄/photo_01.jpg,✓,✓,history,
2114,フジ日本,食料品,鹿内春雄,,,,photos_1/2114_フジ日本/history/05_鹿内春雄/photo_01.jpg,✓,✓,history,
2114,フジ日本,食料品,鹿内宏明,,,,photos_1/2114_フジ日本/history/06_鹿内宏明/photo_01.jpg,✓,✓,history,
2114,フジ日本,食料品,日枝久,,,,photos_1/2114_フジ日本/history/07_日枝久/photo_01.jpg,✓,✓,history,
2114,フジ日本,食料品,嘉納修治,,,,photos_1/2114_フジ日本/history/08_嘉納修治/photo_01.jpg,✓,✓,history,
2117,ウェルネオシュガー,食料品,,,,,,,,missing,要調査
2120,LIFULL,サービス業,"理念

社名",2025年12月,（現在）,,photos_1/2120_LIFULL/current/photo_01.jpg,✓,✓,current,
2121,MIXI,サービス業,木村 弘毅,,（現在）,,photos_1/2121_MIXI/current/photo_01.jpg,✓,✓,current,
2122,インタースペース,サービス業,,,,,,,,missing,要調査
2124,ジェイエイシーリクルートメント,サービス業,,,,,,,,missing,要調査
2127,日本M&Aセンターホールディングス,サービス業,院前 伊集院,,,,photos_1/2127_日本M&Aセンターホールディングス/history/01_院前_伊集院/photo_01.jpg,✓,✓,history,
2130,メンバーズ,サービス業,締役 兼,,（現在）,,photos_1/2130_メンバーズ/current/photo_01.jpg,✓,✓,current,
2134,北浜キャピタルパートナーズ,サービス業,,,,,,,,missing,要調査
2136,ヒップ,サービス業,進士仁一,,,,photos_1/2136_ヒップ/history/01_進士仁一/photo_01.jpg,✓,✓,history,
2136,ヒップ,サービス業,手塚卓志,,,,photos_1/2136_ヒップ/history/02_手塚卓志/photo_01.jpg,✓,✓,history,
2138,クルーズ,情報・通信業,小渕 宏二,,（現在）,,photos_1/2138_クルーズ/current/photo_01.jpg,✓,✓,current,
2139,中広,サービス業,社員 月月火,,,,photos_1/2139_中広/history/01_社員_月月火/photo_01.jpg,✓,✓,history,
2146,UTグループ,サービス業,外村　学,,（現在）,,photos_1/2146_UTグループ/current/photo_01.jpg,✓,✓,current,
2148,アイティメディア,サービス業,,,,,,,,missing,要調査
2152,幼児活動研究会,サービス業,,,,,,,,missing,要調査
2153,E・Jホールディングス,サービス業,小谷 裕司,2007年6月,（現在）,,photos_1/2153_E・Jホールディングス/current/photo_01.jpg,✓,✓,current,
2154,オープンアップグループ,サービス業,西田 穣,,（現在）,,photos_1/2154_オープンアップグループ/current/photo_01.jpg,✓,✓,current,
2156,セーラー広告,サービス業,,,,,,,,missing,要調査
2157,コシダカホールディングス,サービス業,,,,,,,,missing,要調査
2158,FRONTEO,サービス業,守本 正宏,2020年2月,（現在）,,photos_1/2158_FRONTEO/current/photo_01.jpg,✓,✓,current,
2160,ジーエヌアイグループ,医薬品,上海,,（現在）,,photos_1/2160_ジーエヌアイグループ/current/photo_01.jpg,✓,✓,current,
2162,nms　ホールディングス,サービス業,小野文明,2018年頃,,,photos_1/2162_nms_ホールディングス/history/01_小野文明/photo_01.jpg,✓,✓,history,
2163,アルトナー,サービス業,関口 相三,,（現在）,,photos_1/2163_アルトナー/current/photo_01.jpg,✓,✓,current,
2163,アルトナー,サービス業,相三 生出演,2018年7月3日,,,photos_1/2163_アルトナー/history/01_相三_生出演/photo_01.jpg,✓,✓,history,
2164,地域新聞社,サービス業,,,,,,,,missing,要調査
2168,パソナグループ,サービス業,表者 時田宗,,,,photos_1/2168_パソナグループ/history/01_表者_時田宗/photo_01.jpg,✓,✓,history,
2169,CDS,サービス業,,,,,,,,missing,要調査
2170,リンクアンドモチベーション,サービス業,"会長
小笹",,（現在）,,photos_1/2170_リンクアンドモチベーション/current/photo_01.jpg,✓,✓,current,
2173,博展,サービス業,,,,,,,,missing,要調査
2175,エス・エム・エス,サービス業,髙畑 正樹,,（現在）,,photos_1/2175_エス・エム・エス/current/photo_01.jpg,✓,✓,current,
2179,成学社,サービス業,,,,,,,,missing,要調査
2180,サニーサイドアップグループ,サービス業,,,,,,,,missing,要調査
2181,パーソルホールディングス,サービス業,,,,,,,,missing,要調査
2183,リニカル,サービス業,秦野 和浩資,2005年6月7日,2023年3月,,,,,history,
2185,シイエム・シイ,サービス業,幸恭,,（現在）,,photos_1/2185_シイエム・シイ/current/photo_01.jpg,✓,✓,current,
2186,ソーバル,サービス業,,,,,,,,missing,要調査
2193,クックパッド,サービス業,理人 三菱,2019年12月31日,,,photos_1/2193_クックパッド/history/01_理人_三菱/photo_01.jpg,✓,✓,history,
2195,アミタホールディングス,サービス業,会長 兼,2025年3月,（現在）,,photos_1/2195_アミタホールディングス/current/photo_01.jpg,✓,✓,current,
2196,エスクリ,サービス業,"提供
業界団",,（現在）,,photos_1/2196_エスクリ/current/photo_01.jpg,✓,✓,current,
2198,アイ・ケイ・ケイホールディングス,サービス業,,,,,,,,missing,要調査
2201,森永製菓,食料品,推進体制,2021年4月,（現在）,,photos_1/2201_森永製菓/current/photo_01.jpg,✓,✓,current,
2204,中村屋,食料品,,,,,,,,missing,要調査
2206,江崎グリコ,食料品,,,,,,,,missing,要調査
2207,名糖産業,食料品,,,,,,,,missing,要調査
2208,ブルボン,食料品,会長　吉田康,2024年11月,（現在）,,photos_1/2208_ブルボン/current/photo_01.jpg,✓,✓,current,
2209,井村屋グループ,食料品,,,,,,,,missing,要調査
2211,不二家,食料品,推進体制,2024年3月,（現在）,,photos_1/2211_不二家/current/photo_01.jpg,✓,✓,current,
2211,不二家,食料品,休止 日本経,2022年9月15日,2007年1月11日,,photos_1/2211_不二家/history/01_休止_日本経/photo_01.jpg,✓,✓,history,
2211,不二家,食料品,両省 日本経,2022年9月15日,2007年1月17日,,photos_1/2211_不二家/history/02_両省_日本経/photo_01.jpg,✓,✓,history,
2212,山崎製パン,食料品,"体制
当社",,（現在）,,photos_1/2212_山崎製パン/current/photo_01.jpg,✓,✓,current,
2215,第一屋製パン,食料品,"社名
第一屋",2024年12月,（現在）,,photos_1/2215_第一屋製パン/current/photo_01.jpg,✓,✓,current,
2216,カンロ,食料品,,,,,,,,missing,要調査
2217,モロゾフ,食料品,,,,,,,,missing,要調査
2220,亀田製菓,食料品,,,,,,,,missing,要調査
2221,岩塚製菓,食料品,,,,,,,,missing,要調査
2222,寿スピリッツ,食料品,河越　誠剛,,（現在）,,photos_1/2222_寿スピリッツ/current/photo_01.jpg,✓,✓,current,
2224,コモ,食料品,,,,,,,,missing,要調査
2226,湖池屋,食料品,,,,,,,,missing,要調査
2229,カルビー,食料品,,,,,,,,missing,要調査
2264,森永乳業,食料品,変化,2025年5月,（現在）,,photos_1/2264_森永乳業/current/photo_01.jpg,✓,✓,current,
2266,六甲バター,食料品,,,,,,,,missing,要調査
2267,ヤクルト本社,食料品,,,,,,,,missing,要調査
2268,B-R　サーティワン　アイスクリーム,食料品,休止 日本経,2022年9月15日,2007年1月11日,,photos_1/2268_B-R_サーティワン_アイスクリーム/history/01_休止_日本経/photo_01.jpg,✓,✓,history,
2268,B-R　サーティワン　アイスクリーム,食料品,両省 日本経,2022年9月15日,2007年1月17日,,photos_1/2268_B-R_サーティワン_アイスクリーム/history/02_両省_日本経/photo_01.jpg,✓,✓,history,
2269,明治ホールディングス,食料品,松田 克也,,（現在）,,photos_1/2269_明治ホールディングス/current/photo_01.jpg,✓,✓,current,
2270,雪印メグミルク,食料品,佐藤　雅俊,2025年５月,（現在）,,photos_1/2270_雪印メグミルク/current/photo_01.jpg,✓,✓,current,
2270,雪印メグミルク,食料品,中野吉晴,2000年頃,,,photos_1/2270_雪印メグミルク/history/01_中野吉晴/photo_01.jpg,✓,✓,history,
2281,プリマハム,食料品,,,,,,,,missing,要調査
2282,日本ハム,食料品,,,,,,,,missing,要調査
2286,林兼産業,食料品,,,,,,,,missing,要調査
2288,丸大食品,食料品,佐藤 勇二,,（現在）,,photos_1/2288_丸大食品/current/photo_01.jpg,✓,✓,current,
2291,福留ハム,食料品,食品,,（現在）,,photos_1/2291_福留ハム/current/photo_01.jpg,✓,✓,current,
2292,S　Foods,食料品,,,,,,,,missing,要調査
